id,Venda_Departamento
1_4_2013-07-26,49423.31973635415
1_5_2012-11-02,27335.115245255132
1_5_2012-11-09,27355.65926109796
1_5_2012-11-16,26263.40078290519
1_5_2012-11-23,83073.7048104708
1_5_2012-11-30,36744.599081089524
1_5_2012-12-07,47056.305936439734
1_5_2012-12-14,36147.59935627264
1_5_2012-12-21,43308.64352594875
1_5_2012-12-28,36621.903966921665
1_5_2013-01-04,23560.820855665497
1_5_2013-01-11,23029.83431565073
1_5_2013-01-18,21602.42315783449
1_5_2013-01-25,20833.45067988958
1_5_2013-02-01,26555.542086734888
1_5_2013-02-08,28192.540564309886
1_5_2013-02-15,32381.722202617522
1_5_2013-02-22,27835.698648294216
1_5_2013-03-01,25661.17997814818
1_5_2013-03-08,24333.571833390924
1_5_2013-03-15,24631.286738083592
1_5_2013-03-22,25153.577169189295
1_5_2013-03-29,24571.527969303173
1_5_2013-04-05,23497.07793474847
1_5_2013-04-12,21412.19450417663
1_5_2013-04-19,19439.09885574245
1_5_2013-04-26,22684.82084338734
1_5_2013-05-03,60349.8650170994
1_5_2013-05-10,63857.894916161225
1_5_2013-05-17,44301.95388450878
1_5_2013-05-24,46454.697358227175
1_5_2013-05-31,47229.306573489084
1_5_2013-06-07,46990.61991691121
1_5_2013-06-14,45129.88458347743
1_5_2013-06-21,47474.975918530596
1_5_2013-06-28,45858.93688364532
1_5_2013-07-05,46485.12323420383
1_5_2013-07-12,46975.464136815
1_5_2013-07-19,46283.347819753566
1_5_2013-07-26,47201.45835021438
1_6_2012-11-02,3713.0347923137997
1_6_2012-11-09,3430.041258040294
1_6_2012-11-16,3428.227283390721
1_6_2012-11-23,19275.903374999994
1_6_2012-11-30,9456.672427770296
1_6_2012-12-07,9387.462458350139
1_6_2012-12-14,6960.5341773809505
1_6_2012-12-21,11111.940515000002
1_6_2012-12-28,7269.913598226594
1_6_2013-01-04,2461.8364503394782
1_6_2013-01-11,2523.9535561885955
1_6_2013-01-18,2261.8711293535134
1_6_2013-01-25,2210.546789378718
1_6_2013-02-01,2858.171559926197
1_6_2013-02-08,2881.0783091179323
1_6_2013-02-15,2891.215070520856
1_6_2013-02-22,2641.316871064162
1_6_2013-03-01,2743.0402995356258
1_6_2013-03-08,2896.9487093651883
1_6_2013-03-15,3005.6279251795245
1_6_2013-03-22,2926.760827951967
1_6_2013-03-29,3117.595884181728
1_6_2013-04-05,2877.9010970030095
1_6_2013-04-12,2708.8606331816477
1_6_2013-04-19,2886.9500113302797
1_6_2013-04-26,2945.9872209667888
1_6_2013-05-03,7382.772887473585
1_6_2013-05-10,6889.489688696677
1_6_2013-05-17,7060.165438843649
1_6_2013-05-24,7907.050899518711
1_6_2013-05-31,7582.71895482174
1_6_2013-06-07,7163.134384199914
1_6_2013-06-14,7528.988673226466
1_6_2013-06-21,7354.62665311442
1_6_2013-06-28,7063.298207202387
1_6_2013-07-05,7655.87399784157
1_6_2013-07-12,7406.831463995755
1_6_2013-07-19,7297.212702354422
1_6_2013-07-26,6832.296121180166
1_7_2012-11-02,22091.761320001002
1_7_2012-11-09,23281.63323716641
1_7_2012-11-16,24931.942538216157
1_7_2012-11-23,102812.90136666669
1_7_2012-11-30,29692.168279876314
1_7_2012-12-07,105923.86759238086
1_7_2012-12-14,70516.76846307905
1_7_2012-12-21,121271.38088373015
1_7_2012-12-28,35652.32525873014
1_7_2013-01-04,11360.261814822294
1_7_2013-01-11,10928.00746483988
1_7_2013-01-18,11207.2261438823
1_7_2013-01-25,11362.400968726468
1_7_2013-02-01,18218.36805745065
1_7_2013-02-08,18174.118936745497
1_7_2013-02-15,17648.236880399458
1_7_2013-02-22,17425.917584870214
1_7_2013-03-01,17411.963153697536
1_7_2013-03-08,17969.25049821638
1_7_2013-03-15,17638.929907222508
1_7_2013-03-22,20023.116774737056
1_7_2013-03-29,19219.73093121065
1_7_2013-04-05,18398.568849227206
1_7_2013-04-12,18104.16321471191
1_7_2013-04-19,19414.820421914676
1_7_2013-04-26,18044.945684395392
1_7_2013-05-03,34443.84063277789
1_7_2013-05-10,34442.21181403075
1_7_2013-05-17,35288.75704406431
1_7_2013-05-24,42226.01081272196
1_7_2013-05-31,39151.28972789194
1_7_2013-06-07,37743.35894110496
1_7_2013-06-14,38522.24595902242
1_7_2013-06-21,39228.03726526339
1_7_2013-06-28,38091.65951795597
1_7_2013-07-05,38436.81298431153
1_7_2013-07-12,34442.07726550915
1_7_2013-07-19,34559.55111195796
1_7_2013-07-26,33058.87152910615
1_8_2012-11-02,38819.03244563187
1_8_2012-11-09,38350.12630977716
1_8_2012-11-16,39102.62742128205
1_8_2012-11-23,42971.45618428573
1_8_2012-11-30,38709.92125749086
1_8_2012-12-07,51664.201223333344
1_8_2012-12-14,37190.15288916665
1_8_2012-12-21,45457.79575666668
1_8_2012-12-28,35288.35754142855
1_8_2013-01-04,37375.627559705936
1_8_2013-01-11,37583.85205765299
1_8_2013-01-18,37194.50678282615
1_8_2013-01-25,37097.77728356335
1_8_2013-02-01,39120.187935726506
1_8_2013-02-08,39542.520419371205
1_8_2013-02-15,38041.23487249568
1_8_2013-02-22,37977.22751249568
1_8_2013-03-01,37087.15682057265
1_8_2013-03-08,39264.30283658659
1_8_2013-03-15,38739.88554451438
1_8_2013-03-22,40543.28380913922
1_8_2013-03-29,39463.92102870131
1_8_2013-04-05,37037.38331363421
1_8_2013-04-12,36492.869824829795
1_8_2013-04-19,37145.11008147582
1_8_2013-04-26,37419.29157861868
1_8_2013-05-03,61385.61751826429
1_8_2013-05-10,61586.65728940448
1_8_2013-05-17,61032.86492645784
1_8_2013-05-24,61347.70747015092
1_8_2013-05-31,60047.49955162711
1_8_2013-06-07,59891.81577999996
1_8_2013-06-14,60655.11082527341
1_8_2013-06-21,60191.69511282971
1_8_2013-06-28,59409.178163204415
1_8_2013-07-05,61593.212605303364
1_8_2013-07-12,59704.558150304874
1_8_2013-07-19,59918.06936901112
1_8_2013-07-26,59186.644574590595
1_9_2012-11-02,35188.65412829257
1_9_2012-11-09,34061.858559632674
1_9_2012-11-16,33977.01475584918
1_9_2012-11-23,39280.35938943627
1_9_2012-11-30,38052.290783916986
1_9_2012-12-07,36269.17366058322
1_9_2012-12-14,35716.7862237585
1_9_2012-12-21,39098.08356604192
1_9_2012-12-28,35786.41966359891
1_9_2013-01-04,16057.407106974968
1_9_2013-01-11,17310.07547068509
1_9_2013-01-18,14221.906002103178
1_9_2013-01-25,15270.31446367525
1_9_2013-02-01,27889.199283711812
1_9_2013-02-08,27790.491404152413
1_9_2013-02-15,26624.145868279385
1_9_2013-02-22,26637.89598510479
1_9_2013-03-01,33651.16284095705
1_9_2013-03-08,30145.206278223064
1_9_2013-03-15,34440.6226438405
1_9_2013-03-22,38764.94060822772
1_9_2013-03-29,35301.84394414574
1_9_2013-04-05,32558.44626544459
1_9_2013-04-12,29876.037541969643
1_9_2013-04-19,32130.446332457523
1_9_2013-04-26,32967.061233036424
1_9_2013-05-03,48451.0770712915
1_9_2013-05-10,49214.05306705772
1_9_2013-05-17,49811.188143715604
1_9_2013-05-24,50888.98804590436
1_9_2013-05-31,48915.49281114527
1_9_2013-06-07,49480.37185840383
1_9_2013-06-14,50684.8723559772
1_9_2013-06-21,48269.47317962771
1_9_2013-06-28,47356.32537143076
1_9_2013-07-05,47819.0987195383
1_9_2013-07-12,44606.537758355356
1_9_2013-07-19,45992.36883625785
1_9_2013-07-26,43612.47771405948
1_10_2012-11-02,31605.23661113617
1_10_2012-11-09,32999.76954707413
1_10_2012-11-16,33384.74992941946
1_10_2012-11-23,32018.787909940882
1_10_2012-11-30,32015.99297379656
1_10_2012-12-07,31487.706271588115
1_10_2012-12-14,30532.175107971256
1_10_2012-12-21,32384.551360151894
1_10_2012-12-28,34335.29028760073
1_10_2013-01-04,25100.646387094013
1_10_2013-01-11,24979.20117424872
1_10_2013-01-18,24745.50882555556
1_10_2013-01-25,24212.916236043595
1_10_2013-02-01,34217.68774519375
1_10_2013-02-08,33945.92099374276
1_10_2013-02-15,33788.66651005228
1_10_2013-02-22,33336.68538148085
1_10_2013-03-01,35322.23177384092
1_10_2013-03-08,30662.687203723428
1_10_2013-03-15,32801.23166780334
1_10_2013-03-22,37232.10568597796
1_10_2013-03-29,34808.128311611574
1_10_2013-04-05,33864.10524933977
1_10_2013-04-12,30411.30512185926
1_10_2013-04-19,31329.466339881452
1_10_2013-04-26,31756.881097317368
1_10_2013-05-03,37453.04217233174
1_10_2013-05-10,38193.42060111085
1_10_2013-05-17,39506.655476001775
1_10_2013-05-24,38769.39320572513
1_10_2013-05-31,38077.87004753815
1_10_2013-06-07,38100.90384499234
1_10_2013-06-14,40909.62901958809
1_10_2013-06-21,39322.88675815257
1_10_2013-06-28,39779.6426224011
1_10_2013-07-05,39188.68173372582
1_10_2013-07-12,38649.29640357669
1_10_2013-07-19,38859.46862530368
1_10_2013-07-26,38335.9771615081
1_11_2012-11-02,25130.136066781524
1_11_2012-11-09,24629.806141664638
1_11_2012-11-16,25865.41922923916
1_11_2012-11-23,28078.18325397889
1_11_2012-11-30,28624.997763072144
1_11_2012-12-07,30264.585963593094
1_11_2012-12-14,28005.420370728873
1_11_2012-12-21,28754.279066502677
1_11_2012-12-28,25383.757559166675
1_11_2013-01-04,22165.51943664517
1_11_2013-01-11,22346.819806556756
1_11_2013-01-18,21419.3067103496
1_11_2013-01-25,20342.12892255383
1_11_2013-02-01,22506.138056860906
1_11_2013-02-08,23398.782457283098
1_11_2013-02-15,23035.674410701125
1_11_2013-02-22,22802.386225175476
1_11_2013-03-01,22170.456999340517
1_11_2013-03-08,21956.34801089408
1_11_2013-03-15,21048.288210264443
1_11_2013-03-22,24391.390793565424
1_11_2013-03-29,24008.207968199615
1_11_2013-04-05,23453.819785474032
1_11_2013-04-12,20626.118122992444
1_11_2013-04-19,21614.904211356967
1_11_2013-04-26,21385.61931181408
1_11_2013-05-03,27386.63338804039
1_11_2013-05-10,27070.70133507771
1_11_2013-05-17,28139.69556082523
1_11_2013-05-24,32268.94189648922
1_11_2013-05-31,32107.091200843242
1_11_2013-06-07,28892.94753448891
1_11_2013-06-14,33923.41407494481
1_11_2013-06-21,34856.982296874354
1_11_2013-06-28,37224.24036827803
1_11_2013-07-05,32340.174251282053
1_11_2013-07-12,33816.961926981356
1_11_2013-07-19,30833.43762465934
1_11_2013-07-26,31951.761163274212
1_12_2012-11-02,9309.347399999993
1_12_2012-11-09,9526.707349999997
1_12_2012-11-16,8891.897499999995
1_12_2012-11-23,8729.788299999991
1_12_2012-11-30,8478.391899999999
1_12_2012-12-07,9714.612249999998
1_12_2012-12-14,8225.456699999999
1_12_2012-12-21,9370.9864
1_12_2012-12-28,8236.636699999994
1_12_2013-01-04,7925.758099999998
1_12_2013-01-11,8339.988299999997
1_12_2013-01-18,7951.674799999999
1_12_2013-01-25,9321.712740000004
1_12_2013-02-01,10760.430999999999
1_12_2013-02-08,11006.260841176474
1_12_2013-02-15,9034.460999999985
1_12_2013-02-22,9093.739899999988
1_12_2013-03-01,9048.23239999999
1_12_2013-03-08,9224.500164285711
1_12_2013-03-15,11462.093115210406
1_12_2013-03-22,11944.282790318632
1_12_2013-03-29,9314.73199999999
1_12_2013-04-05,11453.179990000002
1_12_2013-04-12,11391.250031141783
1_12_2013-04-19,11386.336136879983
1_12_2013-04-26,11433.496579764595
1_12_2013-05-03,10709.100927777787
1_12_2013-05-10,10662.308877777781
1_12_2013-05-17,10972.528466666672
1_12_2013-05-24,11356.31063333334
1_12_2013-05-31,11162.82476968255
1_12_2013-06-07,10649.74931190477
1_12_2013-06-14,11700.970433333343
1_12_2013-06-21,11695.701833333345
1_12_2013-06-28,10854.83060833334
1_12_2013-07-05,11265.966233333342
1_12_2013-07-12,11133.667833333342
1_12_2013-07-19,11154.712811904768
1_12_2013-07-26,10988.32506968255
1_13_2012-11-02,40763.9848
1_13_2012-11-09,42045.20989999999
1_13_2012-11-16,39571.90611547621
1_13_2012-11-23,39461.354701563156
1_13_2012-11-30,38914.226155952405
1_13_2012-12-07,40671.089408333355
1_13_2012-12-14,38237.775282142866
1_13_2012-12-21,39748.63462500001
1_13_2012-12-28,38713.49790000002
1_13_2013-01-04,37109.031067857155
1_13_2013-01-11,38861.95218214287
1_13_2013-01-18,37317.949191666696
1_13_2013-01-25,38377.8470477839
1_13_2013-02-01,40710.38259999998
1_13_2013-02-08,42812.69042000001
1_13_2013-02-15,42381.559900000015
1_13_2013-02-22,42131.15099999998
1_13_2013-03-01,38792.44933743594
1_13_2013-03-08,38632.37920474361
1_13_2013-03-15,39416.834153974356
1_13_2013-03-22,41794.90861999996
1_13_2013-03-29,39848.75639576925
1_13_2013-04-05,40246.27295076924
1_13_2013-04-12,38704.18790083054
1_13_2013-04-19,38785.12046511624
1_13_2013-04-26,38852.48875083053
1_13_2013-05-03,37713.84616333332
1_13_2013-05-10,38023.3243973913
1_13_2013-05-17,38673.42571739129
1_13_2013-05-24,38104.655847619026
1_13_2013-05-31,37626.542052619036
1_13_2013-06-07,37777.773802619035
1_13_2013-06-14,38435.8733142857
1_13_2013-06-21,38399.2551142857
1_13_2013-06-28,38086.7784692857
1_13_2013-07-05,38316.673414285695
1_13_2013-07-12,38068.88011428569
1_13_2013-07-19,37662.46476928572
1_13_2013-07-26,37431.262094285696
1_14_2012-11-02,13553.674847389233
1_14_2012-11-09,15851.315395332962
1_14_2012-11-16,20193.75182974854
1_14_2012-11-23,44002.19444245576
1_14_2012-11-30,28886.72489736366
1_14_2012-12-07,50841.43378126722
1_14_2012-12-14,24475.40457629675
1_14_2012-12-21,54684.69867750669
1_14_2012-12-28,24802.528479696015
1_14_2013-01-04,13414.545397192536
1_14_2013-01-11,13986.055461479136
1_14_2013-01-18,13289.307744883165
1_14_2013-01-25,13886.89839814628
1_14_2013-02-01,14288.52328923466
1_14_2013-02-08,14978.560177108713
1_14_2013-02-15,15528.724411127767
1_14_2013-02-22,15303.276742401365
1_14_2013-03-01,15797.810756808743
1_14_2013-03-08,14480.225547975197
1_14_2013-03-15,13975.67334469362
1_14_2013-03-22,14727.328791320417
1_14_2013-03-29,14841.073971536096
1_14_2013-04-05,10453.079102461612
1_14_2013-04-12,9936.36091790696
1_14_2013-04-19,9970.794269517532
1_14_2013-04-26,9927.07105553858
1_14_2013-05-03,26917.98285153579
1_14_2013-05-10,28455.19064021754
1_14_2013-05-17,27920.223885044383
1_14_2013-05-24,27750.50102801381
1_14_2013-05-31,26144.15782477749
1_14_2013-06-07,26458.107735201014
1_14_2013-06-14,27844.34805928572
1_14_2013-06-21,27705.43203534633
1_14_2013-06-28,26777.47363780052
1_14_2013-07-05,27834.213280952386
1_14_2013-07-12,27204.48345077188
1_14_2013-07-19,26116.400161139463
1_14_2013-07-26,25385.119011916173
1_16_2012-11-02,6630.0071682198895
1_16_2012-11-09,7379.080387467966
1_16_2012-11-16,6605.496570926102
1_16_2012-11-23,8349.21862660174
1_16_2012-11-30,6964.053738407486
1_16_2012-12-07,8924.384004079695
1_16_2012-12-14,5541.698153465226
1_16_2012-12-21,6822.592294749438
1_16_2012-12-28,5405.643779747542
1_16_2013-01-04,7442.94967144661
1_16_2013-01-11,8716.373064682542
1_16_2013-01-18,7659.762539541851
1_16_2013-01-25,9936.723746825397
1_16_2013-02-01,12027.69372940476
1_16_2013-02-08,13657.426664166665
1_16_2013-02-15,14119.492085833335
1_16_2013-02-22,13687.085762817464
1_16_2013-03-01,20596.907531905024
1_16_2013-03-08,25676.792330814413
1_16_2013-03-15,32602.31931287813
1_16_2013-03-22,43517.36732247629
1_16_2013-03-29,25665.389803779464
1_16_2013-04-05,36334.33093989691
1_16_2013-04-12,41012.25133904027
1_16_2013-04-19,42216.30888458143
1_16_2013-04-26,36187.24491394226
1_16_2013-05-03,52555.172500750494
1_16_2013-05-10,50524.53251586869
1_16_2013-05-17,50187.7122512063
1_16_2013-05-24,51493.301111229935
1_16_2013-05-31,51775.13463456328
1_16_2013-06-07,50075.36407426751
1_16_2013-06-14,50781.44302155689
1_16_2013-06-21,50689.61528652503
1_16_2013-06-28,49270.777379845036
1_16_2013-07-05,39117.27356982767
1_16_2013-07-12,38685.04282483212
1_16_2013-07-19,39112.14685332084
1_16_2013-07-26,39243.10732328785
1_17_2012-11-02,8930.16942017119
1_17_2012-11-09,8825.221048707264
1_17_2012-11-16,8791.371699088102
1_17_2012-11-23,10306.609347384407
1_17_2012-11-30,9650.60777069292
1_17_2012-12-07,15651.635567586301
1_17_2012-12-14,11744.52596344308
1_17_2012-12-21,13724.755961620573
1_17_2012-12-28,12504.5112413979
1_17_2013-01-04,8163.796730485802
1_17_2013-01-11,8264.815168505107
1_17_2013-01-18,8080.963006459829
1_17_2013-01-25,7980.775121296738
1_17_2013-02-01,9061.272950224626
1_17_2013-02-08,9214.505961611503
1_17_2013-02-15,9469.421782729614
1_17_2013-02-22,9501.997435240435
1_17_2013-03-01,9288.929511321636
1_17_2013-03-08,9089.463005124957
1_17_2013-03-15,8802.025128287067
1_17_2013-03-22,8765.25568285064
1_17_2013-03-29,9106.643285814635
1_17_2013-04-05,8725.482734433062
1_17_2013-04-12,8409.264536743214
1_17_2013-04-19,7711.168947776493
1_17_2013-04-26,8453.005818449985
1_17_2013-05-03,22206.421356547005
1_17_2013-05-10,22940.87922028441
1_17_2013-05-17,23143.513647477623
1_17_2013-05-24,22973.830110912513
1_17_2013-05-31,22000.053565691112
1_17_2013-06-07,22609.218487967053
1_17_2013-06-14,23400.536455484787
1_17_2013-06-21,23429.79736735625
1_17_2013-06-28,22979.037176794252
1_17_2013-07-05,23635.89086098086
1_17_2013-07-12,23285.30752653492
1_17_2013-07-19,22963.047533162757
1_17_2013-07-26,22637.25722574406
1_18_2012-11-02,11477.509547025014
1_18_2012-11-09,11302.297192002308
1_18_2012-11-16,11563.489775041198
1_18_2012-11-23,35541.86796668963
1_18_2012-11-30,11287.497822536177
1_18_2012-12-07,75065.96372054116
1_18_2012-12-14,27722.898098063102
1_18_2012-12-21,41061.90637866156
1_18_2012-12-28,15615.457337085967
1_18_2013-01-04,7052.79413182591
1_18_2013-01-11,6046.9340866244565
1_18_2013-01-18,3268.0345204135233
1_18_2013-01-25,3546.65113089417
1_18_2013-02-01,4425.983904490177
1_18_2013-02-08,9667.679304215399
1_18_2013-02-15,11957.658523566466
1_18_2013-02-22,4182.1859844672545
1_18_2013-03-01,2427.89498184588
1_18_2013-03-08,2414.8200527860045
1_18_2013-03-15,2363.7954226313636
1_18_2013-03-22,4833.822386342278
1_18_2013-03-29,2648.6338127807085
1_18_2013-04-05,3865.899952009872
1_18_2013-04-12,2931.9153356194374
1_18_2013-04-19,2955.7234495411594
1_18_2013-04-26,4769.319230578157
1_18_2013-05-03,8.72924820602735
1_18_2013-05-10,32.344544603511444
1_18_2013-05-17,22.994586743340196
1_18_2013-05-24,8.276241707495531
1_18_2013-06-07,8.796747123390372
1_18_2013-07-05,225.22990103632387
1_19_2012-11-02,1338.4023635577882
1_19_2012-11-09,1363.9124340809838
1_19_2012-11-16,1347.7908050725787
1_19_2012-11-23,1647.9393540078827
1_19_2012-11-30,1704.6066335269888
1_19_2012-12-07,1690.590556815148
1_19_2012-12-14,1580.87960507942
1_19_2012-12-21,2089.6159022286815
1_19_2012-12-28,1412.6127895015927
1_19_2013-01-04,1332.5743152286493
1_19_2013-01-11,1169.4282890785169
1_19_2013-01-18,1223.2305404252222
1_19_2013-01-25,1291.5420520364744
1_19_2013-02-01,1290.592792537575
1_19_2013-02-08,1289.1526307360523
1_19_2013-02-15,1211.7875650290598
1_19_2013-02-22,1228.0689564862791
1_19_2013-03-01,1322.9132105531594
1_19_2013-03-08,1328.2516551234355
1_19_2013-03-15,1347.2471522365333
1_19_2013-03-22,1321.6716557946859
1_19_2013-03-29,1331.2672643663518
1_19_2013-04-05,1297.8738839167472
1_19_2013-04-12,1305.4993167646849
1_19_2013-04-19,1386.01758371259
1_19_2013-04-26,1370.313188096003
1_19_2013-05-03,1654.2398118364001
1_19_2013-05-10,1671.2788576473968
1_19_2013-05-17,1658.0708320792567
1_19_2013-05-24,1629.8433284950972
1_19_2013-05-31,1626.8092218401441
1_19_2013-06-07,1616.8945964225695
1_19_2013-06-14,1614.1577592079777
1_19_2013-06-21,1609.1586708426992
1_19_2013-06-28,1635.5259516181009
1_19_2013-07-05,1629.7563024915603
1_19_2013-07-12,1632.1848268781819
1_19_2013-07-19,1615.0793630892365
1_19_2013-07-26,1615.6006849128419
1_20_2012-11-02,3647.589251276661
1_20_2012-11-09,3856.7267323607375
1_20_2012-11-16,3813.3435275385004
1_20_2012-11-23,4318.05246065148
1_20_2012-11-30,3933.761245898986
1_20_2012-12-07,3941.3471399280256
1_20_2012-12-14,3627.6651900716042
1_20_2012-12-21,3936.0519819889137
1_20_2012-12-28,4234.625592754704
1_20_2013-01-04,3863.947296211949
1_20_2013-01-11,3931.4935541105083
1_20_2013-01-18,3809.345912460505
1_20_2013-01-25,3828.632763209118
1_20_2013-02-01,4254.522787424797
1_20_2013-02-08,4342.581990097235
1_20_2013-02-15,4292.747328092405
1_20_2013-02-22,4304.538228092405
1_20_2013-03-01,4502.617316156299
1_20_2013-03-08,3998.481915849327
1_20_2013-03-15,3984.2996791781798
1_20_2013-03-22,4399.85963578705
1_20_2013-03-29,4499.355555280769
1_20_2013-04-05,4611.975414211548
1_20_2013-04-12,4106.048770047651
1_20_2013-04-19,4100.643451476344
1_20_2013-04-26,4087.5508673747136
1_20_2013-05-03,6932.036188548632
1_20_2013-05-10,7255.8154632834285
1_20_2013-05-17,7061.007914972325
1_20_2013-05-24,7176.3054448615185
1_20_2013-05-31,7154.25229438295
1_20_2013-06-07,7014.240617998389
1_20_2013-06-14,7205.62040828437
1_20_2013-06-21,7141.621700667027
1_20_2013-06-28,7063.437656572503
1_20_2013-07-05,7174.83278149144
1_20_2013-07-12,7109.284528356386
